.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.3549210172,.0000000000
.6380833013,.6901769841,.4507744367,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.3333333333,.0000000000,.0000000000,.3333333333,.0000000000,1.0000000000,.3961348210,.4236181132,.3752156650,.2129284736,.0000000000,.0000000000,.5155735588,.0000000000,.0000000000,.3634059959,.0000000000,.0000000000,.1183070057,.0000000000,.3549210172
.7528926770,.7269238606,.7616387619,-.2525224467,.0000000000,.0000000000,-.5042806043,.0000000000,.0000000000,.5734328822,.0000000000,.0000000000,.3961348210,.0000000000,.3961348210,1.0000002580,.9744774339,.8698419262,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.6380833013,.0000000000,.0000000000,.6380833013,.0000000000,.6380833013
.7269238606,.7266691458,.6769274587,-.2568503431,.0000000000,.0000000000,-.5593960799,.0000000000,.0000000000,.5510867608,.0000000000,.0000000000,.4236181132,.0000000000,.4236181132,.9744774339,1.0000000000,.7888780945,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.6901769841,.0000000000,.0000000000,.6901769841,.0000000000,.6901769841
.7616387619,.6769274587,.9042530817,-.0669297465,.0000000000,.0000000000,-.2284689523,.0000000000,.0000000000,.3885927737,.0000000000,.0000000000,.3752156650,.0000000000,.3752156650,.8698419262,.7888780945,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.4507744367,.0000000000,.0000000000,.4507744367,.0000000000,.4507744367
.2525224467,.2568503431,.0669297465,-.4427090551,.0000000000,.0000000000,-.0651151670,.0000000000,.0000000000,.3166650835,.0000000000,.0000000000,.2129284736,.0000000000,.2129284736,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.6149235641,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.2518655158,.0000000000,.0000000000,.3387967195,.0000000000,.0000000000,-.4909231118,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.6149235641,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.2518655158,.0000000000,.0000000000,.3387967195,.0000000000,.0000000000,-.4909231118,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.6149235641,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.5042806043,.5593960799,.2284689523,-.0651151670,.0000000000,.0000000000,.1637591773,.0000000000,.0000000000,.3476218199,.0000000000,.0000000000,.5155735588,.0000000000,.5155735588,.0000000000,.0000000000,.0000000000,.6149235641,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.3387967195,.0000000000,.0000000000,.6836973019,.0000000000,.0000000000,-.3277992851,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.6149235641,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.3387967195,.0000000000,.0000000000,.6836973019,.0000000000,.0000000000,-.3277992851,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.6149235641,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.5734328822,.5510867608,.3885927737,-.3166650835,.0000000000,.0000000000,-.3476218199,.0000000000,.0000000000,.3724995173,.0000000000,.0000000000,.3634059959,.0000000000,.3634059959,.6380833013,.6901769841,.4507744367,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.3333333333,.0000000000,.3333333333
.0000000000,.0000000000,.0000000000,.0000000000,.4909231118,.0000000000,.0000000000,.3277992851,.0000000000,.0000000000,-.3803759532,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.4909231118,.0000000000,.0000000000,.3277992851,.0000000000,.0000000000,-.3803759532,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000,.0000000000,.0000000000
.3961348210,.4236181132,.3752156650,-.2129284736,.0000000000,.0000000000,-.5155735588,.0000000000,.0000000000,.3634059959,.0000000000,.0000000000,.3549210172,.0000000000,.1183070057,.6380833013,.6901769841,.4507744367,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.3333333333,.0000000000,.0000000000,1.0000000000,.0000000000,.3333333333
.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.3549210172,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,1.0000000000,.0000000000
.3961348210,.4236181132,.3752156650,-.2129284736,.0000000000,.0000000000,-.5155735588,.0000000000,.0000000000,.3634059959,.0000000000,.0000000000,.1183070057,.0000000000,.3549210172,.6380833013,.6901769841,.4507744367,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.3333333333,.0000000000,.0000000000,.3333333333,.0000000000,1.0000000000
