.0000000000,.0000000000,.0000000000,.0000000000,.0005139268,-.0090348744,-.0000000000,.0566748280,.0917752833,.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,-.3194447723,.0327542754,.0000000000,.6575704718,.5126453604,.0000000000,-.0000000000,.5623434563,.0478275246,.0000000000,.6902309153,1.1627040048,.0000000000,-.0000000000
-.0000000000,-.0000000000,.0000000000,-.0000000000,.0090348744,.0005139268,.0000000000,-.0917752833,.0566748280,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,-.0327542754,-.3194447723,.0000000000,-.5126453604,.6575704718,-.0000000000,-.0000000000,-.0478275246,.5623434563,-.0000000000,1.1627040048,-.6902309153,.0000000000,-.0000000000
.0004186810,-.0096285307,.0039837458,-.0352959154,.0000000000,-.0000000000,-.0333964954,.0000000000,-.0000000000,-.1445651415,-.2109830281,.0556442173,-.5256706956,-.0209575789,.0000000000,.0000000000,.2158992015,.0000000000,.0000000000,-.7219499028,.2451785090,-.0000000000,.0000000000,-.4788929853,-.0000000000,.0000000000,-.5573883727,-.5086581866
.0000000000,.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,.0241997276,-.6069922352,.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,-.2831077564,-.8336359414,-.0000000000,.0000000000,-.0000000000,-.0000000000,-.0000000000,.0000000000,-.0000000000
.0004186810,-.0096285307,.0039837458,-.0352959154,-.0000000000,.0000000000,-.0333964954,-.0000000000,-.0000000000,-.1445651415,-.2109830281,.0556442173,.5256706956,.0209575789,-.0000000000,-.0000000000,.2158992015,.0000000000,.0000000000,.7219499028,-.2451785090,-.0000000000,-.0000000000,-.4788929853,.0000000000,-.0000000000,-.5573883727,-.5086581866
-.7835123795,.2806739814,.2354883036,-.5236378802,-.0000000000,.0000000000,-.0267508985,-.0000000000,-.0000000000,-.1426844465,2.6475047534,-4.0216661171,.0000000000,.0000000000,-.0000000000,-.0000000000,.3580020798,.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,-.0000000000,-2.9365796097,.0000000000,-.0000000000,-5.0835153708,-6.5364989720
.1111424888,-.4520074419,.6161961629,-1.9930346158,.0000000000,-.0000000000,-.6540282364,.0000000000,.0000000000,-12.9928726943,-4.7152436621,3.0184187787,.0000000000,.0000000000,.0000000000,.0000000000,.0864366040,.0000000000,-.0000000000,-.0000000000,.0000000000,.0000000000,.0000000000,-5.5753297673,-.0000000000,.0000000000,3.1365413644,-1.0237050849
.1649467371,2.2162725934,-.9510440653,2.4534390974,.0000000000,-.0000000000,.3664326272,.0000000000,.0000000000,.3765308892,.3035728311,1.1557624001,.0000000000,-.0000000000,.0000000000,.0000000000,-.2917247178,-.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,1.0089658174,.0000000000,.0000000000,1.8557332818,3.1046758555
-.0120508700,-.0349492241,.0166879074,-.0846998282,-.0000000000,.0000000000,-.1027592155,-.0000000000,-.0000000000,-.1280563087,-.5578961134,-.1058259581,-.0000000000,.0000000000,.0000000000,.0000000000,.8224405970,.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,-.0000000000,.1933955981,-.0000000000,-.0000000000,-.0249288366,-1.9659504380
.0000000000,-.0000000000,.0000000000,.0000000000,-.0033334454,.0586022330,-.0000000000,-.0352779256,-.0571266245,.0000000000,.0000000000,-.0000000000,-.0000000000,.0000000000,.5852695389,-.0600106226,.0000000000,-.3937696311,-.3069848527,.0000000000,-.0000000000,.6538463046,.0556098766,-.0000000000,.5463713712,.9203705127,-.0000000000,-.0000000000
-.0000000000,-.0000000000,.0000000000,.0000000000,-.0586022330,-.0033334454,.0000000000,.0571266245,-.0352779256,.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,.0600106226,.5852695389,.0000000000,.3069848527,-.3937696311,.0000000000,-.0000000000,-.0556098766,.6538463046,-.0000000000,.9203705127,-.5463713712,-.0000000000,-.0000000000
-.0174154685,-.1025692382,-.0505483222,-.1989649853,-.0000000000,-.0000000000,1.0610443828,-.0000000000,.0000000000,-6.2052806254,-.6684900956,.2415818858,.0000000000,.0000000000,-.0000000000,-.0000000000,-.8727106874,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,-3.7112508127,-.0000000000,.0000000000,.7080152321,-1.6651919791
.0000000000,.0000000000,.0000000000,-.0000000000,.0328467519,-.5774484936,-.0000000000,.7444973998,1.2055874216,.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,-.3548100441,.0363804542,.0000000000,.8958843118,.6984360696,.0000000000,-.0000000000,-.2473935615,-.0210409164,.0000000000,.2392086773,.4029504923,.0000000000,-.0000000000
.0000000000,-.0000000000,-.0000000000,.0000000000,.5774484936,.0328467519,-.0000000000,-1.2055874216,.7444973998,-.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,-.0363804542,-.3548100441,.0000000000,-.6984360696,.8958843118,-.0000000000,.0000000000,.0210409164,-.2473935615,-.0000000000,.4029504923,-.2392086773,.0000000000,.0000000000
-.0008373620,-.0192570614,-.0079674917,-.0705918308,.0000000000,-.0000000000,.0667929907,-.0000000000,.0000000000,-.2891302830,-.4219660562,-.1112884346,.0000000000,.0000000000,.0000000000,.0000000000,-.4317984029,.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,.0000000000,-.9577859705,-.0000000000,.0000000000,1.1147767454,-1.0173163731
.0000000000,.0000000000,.0000000000,.0000000000,-.0005139268,.0090348744,-.0000000000,.0566748280,.0917752833,.0000000000,-.0000000000,.0000000000,-.0000000000,.0000000000,.3194447723,-.0327542754,.0000000000,.6575704718,.5126453604,.0000000000,-.0000000000,-.5623434563,-.0478275246,.0000000000,.6902309153,1.1627040048,-.0000000000,-.0000000000
-.0000000000,-.0000000000,.0000000000,.0000000000,-.0090348744,-.0005139268,.0000000000,-.0917752833,.0566748280,-.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,.0327542754,.3194447723,.0000000000,-.5126453604,.6575704718,-.0000000000,-.0000000000,.0478275246,-.5623434563,-.0000000000,1.1627040048,-.6902309153,.0000000000,-.0000000000
.0004186810,.0096285307,.0039837458,.0352959154,-.0000000000,.0000000000,-.0333964954,-.0000000000,-.0000000000,.1445651415,.2109830281,.0556442173,-.5256706956,-.0209575789,-.0000000000,-.0000000000,.2158992015,-.0000000000,-.0000000000,.7219499028,-.2451785090,-.0000000000,-.0000000000,.4788929853,.0000000000,-.0000000000,-.5573883727,.5086581866
.0000000000,-.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,-.0000000000,.0000000000,-.0000000000,-.0000000000,-.0000000000,.0000000000,.0241997276,-.6069922352,-.0000000000,-.0000000000,-.0000000000,-.0000000000,-.0000000000,.2831077564,.8336359414,.0000000000,.0000000000,-.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.0004186810,.0096285307,.0039837458,.0352959154,.0000000000,-.0000000000,-.0333964954,.0000000000,-.0000000000,.1445651415,.2109830281,.0556442173,.5256706956,.0209575789,.0000000000,.0000000000,.2158992015,-.0000000000,.0000000000,-.7219499028,.2451785090,-.0000000000,.0000000000,.4788929853,-.0000000000,.0000000000,-.5573883727,.5086581866
