.4930000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
402.0000000000,60.2400000000,13.7300000000,3.9050000000,1.2830000000,.4655000000,.1811000000,.0727900000
1.2830000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.4655000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.1811000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.0727900000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
4.5160000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
4.5160000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
4.5160000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.7120000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.7120000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.7120000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6490000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6490000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.6490000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2460000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2460000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.2460000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.9500000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.9500000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.9500000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.9500000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.9500000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.9500000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.2060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.2060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.2060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.2060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.2060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
1.2060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.4930000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.4930000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.4930000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.4930000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.4930000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.4930000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.5060000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
.8750000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
2.3580000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000,.0000000000
